Time,Sofa,Dining,Balcony_S,Fridge,Study room,GBR,Balcony_B,MBR,Kitchen,TV stand ,,Sofa IORatio,Dining IORatio,Fridge IORatio,Study IORatio,GBR IORatio,MBR IORatio,Kitchen IORatio,TV IORatio
00:00:00,31.68181818,42.06666667,30.40277778,35.96666667,34.43333333,50.9,35.69666667,38.07843137,36.78333333,33.25,,1.042069853,1.3836455,1.183005939,1.132571951,1.674189127,1.252465536,1.209867519,1.093650069
00:01:00,29.81818182,41.01666667,30.11111111,36.61666667,33.61666667,49.31666667,34.86333333,39.29411765,36.1,32.81666667,,0.990271721,1.362177122,1.216051661,1.116420664,1.637822878,1.304970697,1.198892989,1.089852399
00:02:00,30.83333333,40.58333333,30.73611111,37.26666667,34.16666667,48.45,34.31333333,36.58823529,36.15,32.41666667,,1.003163127,1.320379575,1.212471758,1.111613195,1.576321735,1.190398979,1.176140985,1.054676909
00:03:00,30.15151515,41.31666667,31.51388889,36.43333333,33.71666667,49.01666667,35.06333333,37.68627451,36.2,32.71666667,,0.956769101,1.311062142,1.156104011,1.069898634,1.555398854,1.195862391,1.148699868,1.038166593
00:04:00,30.6969697,41.33333333,29.95833333,36.86666667,32.98333333,48.9,35.71333333,35.8627451,37.63333333,31.58333333,,1.024655456,1.379694019,1.230598053,1.100973574,1.632267038,1.197087458,1.256189152,1.054242003
00:05:00,30.74242424,39.65,31.15277778,37.48333333,33.68333333,48.9,36.14666667,38.94117647,35.63333333,31.78333333,,0.986827706,1.272759697,1.203209987,1.081230495,1.56968346,1.250006556,1.143825234,1.020240749
00:06:00,30.74242424,40.46666667,30.91666667,37.3,32.98333333,49.7,36.43,37.98039216,33.05,31.71666667,,0.994364126,1.308894879,1.206469003,1.066846361,1.60754717,1.228476296,1.069002695,1.025876011
00:07:00,32.16666667,40.2,31.20833333,34.98333333,33.53333333,49.21666667,34.49666667,37.37254902,36.45,32.11666667,,1.03070761,1.28811749,1.120961282,1.074499332,1.577036048,1.19751826,1.167957276,1.029105474
00:08:00,31.43939394,39.51666667,30.63888889,36.01666667,32.86666667,49.55,35.28,37.64705882,34.91666667,33.55,,1.026127091,1.289755213,1.175521306,1.072710789,1.617225748,1.228734467,1.13961922,1.095013599
00:09:00,31.66666667,41.66666667,30.18055556,36.58333333,33.41666667,49.7,36.21333333,38.21568627,37.98333333,32.1,,1.049240681,1.380579844,1.212149103,1.107225035,1.646755637,1.266235348,1.258536585,1.063598711
00:10:00,31,42.11666667,31.31944444,35.2,34.65,49.46666667,36.08,39.66666667,37.06666667,33.46666667,,0.989800443,1.344745011,1.123902439,1.106341463,1.579423503,1.266518847,1.183503326,1.068558758
00:11:00,31.24242424,40.8,31.91666667,36.76666667,33.65,48.9,35.16333333,40.25490196,37.91666667,33.33333333,,0.978874911,1.278328982,1.151958225,1.054308094,1.532114883,1.261250192,1.187989556,1.044386423
00:12:00,29.43939394,42.48333333,31.04166667,36.56666667,33.28333333,48.98333333,35.74666667,38.35294118,37.06666667,34.43333333,,0.94838316,1.368590604,1.177986577,1.072214765,1.577986577,1.235530991,1.19409396,1.109261745
00:13:00,32.16666667,42.21666667,30.90277778,37.5,33.8,48.41666667,35.59666667,38.50980392,34.63333333,33.15,,1.040898876,1.36611236,1.213483146,1.093752809,1.566741573,1.246159947,1.120719101,1.072719101
00:14:00,32.01515152,40.7,30.41666667,37.71666667,32.9,50.85,36.51333333,39.09803922,36.63333333,32,,1.052552927,1.338082192,1.24,1.081643836,1.671780822,1.285414988,1.204383562,1.052054795
00:15:00,31.90909091,41.45,30.58333333,35.38333333,32.13333333,49.33333333,36.49666667,38.94117647,35.26666667,34.01666667,,1.043349022,1.355313351,1.156948229,1.050681199,1.613079019,1.273280975,1.153133515,1.11226158
00:16:00,31,41.56666667,29.94444444,36.95,32.61666667,47.93333333,36.51333333,39,36,33.85,,1.035250464,1.38812616,1.233951763,1.089239332,1.600742115,1.302411874,1.202226345,1.130426716
00:17:00,31.65151515,42.83333333,29.05555556,36.46666667,35.65,47.71666667,35.48,38.03921569,36.13333333,35.01666667,,1.08934469,1.47418738,1.255066922,1.226959847,1.642256214,1.309189068,1.243594646,1.205162524
00:18:00,30.83333333,41.13333333,30.19444444,35.68333333,34.2,50.03333333,35.36333333,36.54901961,36.11666667,33.86666667,,1.021159154,1.362281509,1.181784729,1.132658694,1.657037718,1.210455111,1.196136155,1.121619135
